Our Coref ID	Text Source	Knowtator Coref ID	Annotator ID	Annotator Name	Annotator Comment	Coref Type	Knowtator Target ID	Target Span Start	Target Span End	Target Spanned Text	Knowtator Calling-out ID	Calling-out Span Start	Calling-out Span End	Calling-out Spanned Text
	twitter100.txt	opposition_Instance_40211	opposition_Instance_20000	A2		Type_1	opposition_Instance_40193	18556	18581	Popa means Ass in Russian	opposition_Instance_40209	19039	19136	"Just for accuracy sake: Adrian Popa is a Romanian name, and it actually means  Adrian the Priest."
	twitter100.txt	opposition_Instance_40220	opposition_Instance_20000	A2		Type_1	opposition_Instance_40218	16900	16928	just tweet that your a moron	opposition_Instance_40216	19385	19405	lolz @ your a moron!
	twitter100.txt	opposition_Instance_40229	opposition_Instance_20000	A2	The calling-out is noting that the target comment(s) counds angry overall.  The whole series of comments by Adrian.	Type_2	opposition_Instance_40227	16474	17166	"i've come to the conclusion that its not techcrunch's bloggers. its the company  techcrunch its self.  here we all see more blabbering on about useless crap. do you guys get paid  to be this insignificant?  why couldnt you tweet this;  blah blah blah im going to a nerd fair and i want to tell everyone why im so cool for not trying to  be a sheep like all of you losers! (and i still have 6 characters left)  why couldnt you just tweet that your a moron! it would have saved us all the time.  all i read was look i can use big word to describe to everyone im a idiot.  now i realize techcrunch deserves you on the payroll. not because you try to sound smart but  because you waste more time."	opposition_Instance_40225	19494	19542	Wow, Adrian is angry. About what I have no idea!
	twitter100.txt	opposition_Instance_40236	opposition_Instance_20000	A2		Type_1	opposition_Instance_40020	11345	11363	it was never there	opposition_Instance_40234	19634	19785	"Amen Devin!  I hate to always be bad mouthing twitter but there really isn't much good to say about it so all  you're left with is how overrated it is."
	twitter100.txt	opposition_Instance_40243	opposition_Instance_20000	A2		Type_1	opposition_Instance_40002	1396	1430	a tweet is fundamentally valueless	opposition_Instance_40241	19787	20292	"Although I think twitter is useless I like programs that measure the... volume?  of people making  their little shouts about this or that.  It's like a giant cacophony of useless user input from people I don't care to listen to.  But when  one collective shout starts to rise in volume above the noise it's interesting as it works like a  gauge of what people are actively taking about in real time.  Twitter is useless; but what a great source of raw social input for data-mining the talk to of the  day."
	twitter100.txt	opposition_Instance_40250	opposition_Instance_20000	A2	"I think it's interesting that so many of the calling-outs are targeting this comment written by the blogger, rather than targeting the original post.  It seems they are using the comment as a proxy.  It makes it difficult for me to decide whether to choose this proxy comment or the statement from the original blog post that seems to better encapsulate the sentiment: ""a tweet is fundamentally valueless"""	Type_1	opposition_Instance_40020	11345	11363	it was never there	opposition_Instance_40248	20482	20575	"Its not that there is nothing good about it.  Its just that whatever is there is  over-hyped."
	twitter100.txt	opposition_Instance_40259	opposition_Instance_20000	A2		Type_1	opposition_Instance_40257	12540	12580	spreads the communication in few seconds	opposition_Instance_40255	20577	20631	It does enable expression and real time communication.
	twitter100.txt	opposition_Instance_40268	opposition_Instance_20000	A2		Type_2	opposition_Instance_40020	11345	11363	it was never there	opposition_Instance_40264	20864	21138	"You're clearly vain enough to stick around to read and respond here all night -- I  would think you'd love Twitter.  After all, your many answers to these inane comments (mine included, but who said everything has to  be meaningful?) are like awkwardly done Twitter replies."
	twitter100.txt	opposition_Instance_40275	opposition_Instance_20000	A2		Type_1	opposition_Instance_40002	1396	1430	a tweet is fundamentally valueless	opposition_Instance_40273	21208	21363	"Twitter helped me reach people I would have had a much, much harder time reaching (and as a  consequence it has helped to speed the growth of my business)."
	twitter100.txt	opposition_Instance_40282	opposition_Instance_20000	A2		Type_1	opposition_Instance_40029	10414	10512	"1800 words is 1796 too many, when I could have simply  pulled a Bartleby and said I prefer not to."	opposition_Instance_40280	21423	21713	"Twitter or no Twitter, you're wasting your talent. Just because you're fairly good at writing your  way through a sentence doesn't mean you're actually saying anything interesting.  Sorry, but that really was masturbation, and I'm kinda bummed I won't get the time back. And I  didn't skim."
	twitter100.txt	opposition_Instance_40291	opposition_Instance_20000	A2		Type_1	opposition_Instance_40289	21616	21644	that really was masturbation	opposition_Instance_40287	21947	22040	"I don't know what to tell you if you think expression is masturbation and concern  is vanity."
	twitter100.txt	opposition_Instance_40298	opposition_Instance_20000	A2		Type_1	opposition_Instance_40002	1396	1430	a tweet is fundamentally valueless	opposition_Instance_40296	22129	22331	"Twitter is highly valuable from an SEO and Aggregation standpoint. Link all of your Social  accounts (Facebook, Twitter, Flickr, Friendfeed, etc) together with Applications, and remove the  silo effect."
	twitter100.txt	opposition_Instance_40305	opposition_Instance_20000	A2		Type_1	opposition_Instance_40002	1396	1430	a tweet is fundamentally valueless	opposition_Instance_40303	22467	23237	"There's a lot of hype and so in the long  run Twitter may not change the world but the model is here to stay. In the end, it may also not be  Twitter that wins but the space and may be somewhere else.  But as an example, people will always follow celebrities for the same reason that they read and  watch TMZ. Its also very useful from a local business model, I've found it particularly useful for  finding deals.  Finally, the search engine is very useful. When Clinton freed the American journalists in N. Korea,  Twitter was the best place I found to verify this when the news broke. Thus, throws on ads there  and monetize. I defintely see the value to the service. People should question: market size,  structure and potential winner not so much viability of model."
	twitter100.txt	opposition_Instance_40314	opposition_Instance_20000	A2		Type_1	opposition_Instance_40312	1545	1609	What can be said in 140 characters is either trivial or abridged	opposition_Instance_40310	23322	23398	1. it's not always abridged: you can include links to websites like this one
	twitter100.txt	opposition_Instance_40325	opposition_Instance_20000	A2		Type_1	opposition_Instance_40323	2886	2944	"Conversation is impossible; every exchange is  telegraphic"	opposition_Instance_40319	23400	23457	2. it's not always public: you can direct message someone
	twitter100.txt	opposition_Instance_40332	opposition_Instance_20000	A2		Type_1	opposition_Instance_40002	1396	1430	a tweet is fundamentally valueless	opposition_Instance_40330	23459	23623	"3.it's not valueless: the people in Iran protesting the elections used twitter to communicate where  to go for help since hospitals betrayed them to the authorities"
	twitter100.txt	opposition_Instance_40341	opposition_Instance_20000	A2		Type_1	opposition_Instance_40339	5863	5899	It replaces nothing and adds nothing	opposition_Instance_40337	23625	23902	"4.it does add something: immediacy. news spreads like wildfire. it cannot be contained. govts  cannot hide what they do like before. it will get tweeted IMMEDIATELY and retweeted.  saying  twitter is useless is like the idiots who questioned the value of CNN, CSPAN &amp; 24hr NEWS"
	twitter100.txt	opposition_Instance_40350	opposition_Instance_20000	A2		Type_1	opposition_Instance_40348	23806	23902	"saying  twitter is useless is like the idiots who questioned the value of CNN, CSPAN &amp; 24hr NEWS"	opposition_Instance_40346	23987	24296	"I was right with you until   saying twitter is useless is like the idiots who questioned the value of CNN, CSPAN &amp; 24hr NEWS  If you think these corporations (CNN &amp; CSPAN) provide news then you're ripe for picking by these  same corporations that will feed you news or any other vital information via Twitter."
	twitter100.txt	opposition_Instance_40357	opposition_Instance_20000	A2		Type_1	opposition_Instance_40002	1396	1430	a tweet is fundamentally valueless	opposition_Instance_40355	24564	24677	"I agree so much, Twitter is just useless. I mean, I'm in the same boat as you, what is  actually the point of it?"
	twitter100.txt	opposition_Instance_40364	opposition_Instance_20000	A2	This calling-out refers and links to an article outside the discussion.	Type_3					opposition_Instance_40362	24679	24830	"I mean, this article does a good job on explaining &lt;URL/&gt; why Twitter isn't manly.  Although it's  meant to be funny, a lot of what it says is so true."
	twitter100.txt	opposition_Instance_40371	opposition_Instance_20000	A2		Type_1	opposition_Instance_40002	1396	1430	a tweet is fundamentally valueless	opposition_Instance_40369	24913	25358	"And there's mathematical proof that the value of Twitter is zero. To paraphrase Douglas  Adams:  The number of Tweets generated is infinite (since many/most are generated automatically, we can  assume this will only continue and grow exponentially to be an infinite number). The number of  valuable Tweets is finite.  Any finite number divided by infinity is zero (or a number  infinitesimally larger than, but never equal to, zero, or f/I=1/I)."
	twitter100.txt	opposition_Instance_40380	opposition_Instance_20000	A2		Type_1	opposition_Instance_40378	24949	24977	the value of Twitter is zero	opposition_Instance_40376	25446	25659	"That would be proof that the average value is zero, not the total value.  Total value  would be the sum of all tweets, which as you mentioned is positive and infinite (though less  infinite than worthless tweets)."
	twitter100.txt	opposition_Instance_40389	opposition_Instance_20000	A2		Type_1	opposition_Instance_40387	9425	9455	Vanity! Twitter encourages it.	opposition_Instance_40385	25750	25969	"I agree, total vanity.  I may spend too much time on Facebook occasionally, but I'll be  damned if I think that all of my friends care if I update my status several times a day.  How is  Twitter any different from that?"
	twitter100.txt	opposition_Instance_40396	opposition_Instance_20000	A2		Type_1	opposition_Instance_40002	1396	1430	a tweet is fundamentally valueless	opposition_Instance_40394	26051	26200	"Interesting, then, that I was alerted of your article via Twitter. Would you argue that the  140 characters that led me to your article were useless?"
	twitter100.txt	opposition_Instance_40403	opposition_Instance_20000	A2	I think this is better designated as a Type 2 becuase it referes to the blog post's series of statements, rather than one particular point.	Type_2	opposition_Instance_40002	1396	1430	a tweet is fundamentally valueless	opposition_Instance_40401	27314	27572	"u have valid reasons in your post about how twitter falls short, but for  the time being i would like to use every avenue i have to get my articles read, my writing style  fixed, and get my topics to be more appealing. twitter helps somewhat, so ill take it!"
	twitter100.txt	opposition_Instance_40410	opposition_Instance_20000	A2	Sarcasm?	Type_1	opposition_Instance_40002	1396	1430	a tweet is fundamentally valueless	opposition_Instance_40408	27777	27949	"Hey everyone!  Twitter was just a joke.  A prank to see who would fall for a useless  service that only narcissists could love.  But the funniest thing is, it stuck. Ahhhh!"
	twitter100.txt	opposition_Instance_40419	opposition_Instance_20000	A2		Type_1	opposition_Instance_40417	27933	27941	it stuck	opposition_Instance_40415	28040	28072	Just like Daylight Savings Time.
	twitter100.txt	opposition_Instance_40426	opposition_Instance_20000	A2		Type_1	opposition_Instance_40002	1396	1430	a tweet is fundamentally valueless	opposition_Instance_40424	28204	28348	"Dude, tweets are valuable because they stay true to one point, and don't let users ramble on. I  can see why Twitter wasn't working out for you."
	twitter100.txt	opposition_Instance_40435	opposition_Instance_20000	A2		Type_1	opposition_Instance_40433	28210	28296	tweets are valuable because they stay true to one point, and don't let users ramble on	opposition_Instance_40431	28440	28487	HAH. It's funny because he used a lot of words.
	twitter100.txt	opposition_Instance_40444	opposition_Instance_20000	A2		Type_1	opposition_Instance_40442	28445	28487	It's funny because he used a lot of words.	opposition_Instance_40440	28575	28624	and today's Stating The Obvious awards goes to...
	twitter100.txt	opposition_Instance_40451	opposition_Instance_20000	A2		Type_1	opposition_Instance_40442	28445	28487	It's funny because he used a lot of words.	opposition_Instance_40449	28809	28853	ya...it's funny cause it's true -- Dane Cook
	twitter100.txt	opposition_Instance_40460	opposition_Instance_20000	A2		Type_1	opposition_Instance_40458	28814	28853	it's funny cause it's true -- Dane Cook	opposition_Instance_40456	28948	29160	"Are you seriously giving Dane Cook credit for it's funny 'cause it's true?  I  don't know if they originated it, but it was on &lt;URL/&gt; The Simpsons in `91.  Chances are they  didn't get it from a 19-year-old Cook."
	twitter100.txt	opposition_Instance_40467	opposition_Instance_20000	A2		Type_1	opposition_Instance_40442	28445	28487	It's funny because he used a lot of words.	opposition_Instance_40465	29246	29354	"I think Devin must be an ENFJ which means his Myers briggs T shirt says Articulate,  articulate, articulate!"
	twitter100.txt	opposition_Instance_40476	opposition_Instance_20000	A2		Type_1	opposition_Instance_40474	28210	28229	tweets are valuable	opposition_Instance_40472	29439	29512	This is funny, cause the way i heard of this article was through a tweet.
	twitter100.txt	opposition_Instance_40485	opposition_Instance_20000	A2		Type_1	opposition_Instance_40483	29460	29511	the way i heard of this article was through a tweet	opposition_Instance_40481	29701	29708	me too.
	twitter100.txt	opposition_Instance_40494	opposition_Instance_20000	A2		Type_1	opposition_Instance_40492	29701	29708	me too.	opposition_Instance_40490	29811	29820	Me three.
	twitter100.txt	opposition_Instance_40503	opposition_Instance_20000	A2		Type_1	opposition_Instance_40501	29811	29820	Me three.	opposition_Instance_40499	29921	30454	"Me number 775 (because I RT it (using the coined term as the highlight) -- As  journalist in Brazil, I use Twitter to reach blogs like yours which I would take a little -- too  much -- longer to achieve if not for Twitter... and other very good sources of information. Believe  me! It´s not only a vanity thing. I think you have a good point but, there is a good point for  poeple of Iran and Cuba -- when they have only Twitter as a source of information to show what  others cannot... and it can open up a seminar on the subject..."
	twitter100.txt	opposition_Instance_40510	opposition_Instance_20000	A2		Type_1	opposition_Instance_40492	29701	29708	me too.	opposition_Instance_40508	30551	30558	Me too!
	twitter100.txt	opposition_Instance_40517	opposition_Instance_20000	A2		Type_1	opposition_Instance_40483	29460	29511	the way i heard of this article was through a tweet	opposition_Instance_40515	30665	30674	I didn't.
	twitter100.txt	opposition_Instance_40526	opposition_Instance_20000	A2		Type_1	opposition_Instance_40524	30665	30674	I didn't.	opposition_Instance_40522	30769	30779	Well i did
	twitter100.txt	opposition_Instance_40535	opposition_Instance_20000	A2		Type_1	opposition_Instance_40533	30769	30779	Well i did	opposition_Instance_40531	30874	30887	well i didnt.
	twitter100.txt	opposition_Instance_40542	opposition_Instance_20000	A2		Type_1	opposition_Instance_40483	29460	29511	the way i heard of this article was through a tweet	opposition_Instance_40540	30973	30977	same
	twitter100.txt	opposition_Instance_40549	opposition_Instance_20000	A2		Type_1	opposition_Instance_40433	28210	28296	tweets are valuable because they stay true to one point, and don't let users ramble on	opposition_Instance_40547	31072	31124	Not very convincing and logical devils advocate play
	twitter100.txt	opposition_Instance_40556	opposition_Instance_20000	A2		Type_1	opposition_Instance_40433	28210	28296	tweets are valuable because they stay true to one point, and don't let users ramble on	opposition_Instance_40554	31227	31611	"So Twitter is valuable because it's short and focused and doesn't let users ramble on?  Wait, isn't it supposed to be a SOCIAL tool? Doesn't socializing include communicating with others  in your own personal way? What would the world be like if we all just got to the point and didn't  ramble on? There were would basically be zero forms of entertainment or interesting conversation."
	twitter100.txt	opposition_Instance_40565	opposition_Instance_20000	A2		Type_1	opposition_Instance_40079	12582	12610	it helps to develop business	opposition_Instance_40563	31613	31770	"And lets not be naive about this, Twitter was intended to be used as a form of entertainment or  social communication -- NOT advertising your latest product."
	twitter100.txt	opposition_Instance_40572	opposition_Instance_20000	A2		Type_1	opposition_Instance_40433	28210	28296	tweets are valuable because they stay true to one point, and don't let users ramble on	opposition_Instance_40570	31853	31973	"Tweets are for ADD culture who do not have the attention span to read 1800 words. OMG, 1800  words, is that like a book?"
	twitter100.txt	opposition_Instance_40581	opposition_Instance_20000	A2		Type_1	opposition_Instance_40579	31853	31879	Tweets are for ADD culture	opposition_Instance_40577	32061	32187	"You have to wonder, since A.D.D. is on the increase.  This article was a pleasure to  read though, Devin is a weaver of words."
	twitter100.txt	opposition_Instance_40588	opposition_Instance_20000	A2		Type_1	opposition_Instance_40433	28210	28296	tweets are valuable because they stay true to one point, and don't let users ramble on	opposition_Instance_40586	32276	32295	How do I star that?
	twitter100.txt	opposition_Instance_40597	opposition_Instance_20000	A2		Type_1	opposition_Instance_40595	7520	7588	As for spreading news, there I can see it might be helpful for some.	opposition_Instance_40593	32421	32514	I think Twitter is a form of entertainment. I question its' value as a news or other service.
	twitter100.txt	opposition_Instance_40606	opposition_Instance_20000	A2	the link points to a humorous mockery of the blog post.	Type_1	opposition_Instance_40634	10	32	Why I Don't UseTwitter	opposition_Instance_40602	32597	32728	"I use twitter because it's the only way I could find out about this blog: &lt;URL/&gt;  https://twitter.com/MarkClayson/status/3368828895"
	twitter100.txt	opposition_Instance_40613	opposition_Instance_20000	A2		Type_1	opposition_Instance_40604	32465	32514	I question its' value as a news or other service.	opposition_Instance_40611	32812	32836	Like WWF is a sport?????
	twitter100.txt	opposition_Instance_40622	opposition_Instance_20000	A2		Type_1	opposition_Instance_40620	32812	32836	Like WWF is a sport?????	opposition_Instance_40618	32924	33031	"world wildlife federation is a sport?  Get your rifle!  World Wrestling Entertainment (WWE) is not a sport."
	twitter100.txt	opposition_Instance_40629	opposition_Instance_20000	A2		Type_1	opposition_Instance_40634	10	32	Why I Don't UseTwitter	opposition_Instance_40627	33255	33342	Lol..I'm so tired of rants from people that don't get Twitter. Just don't use it, then.
	twitter100.txt	opposition_Instance_40640	opposition_Instance_20000	A2		Type_1	opposition_Instance_40638	33260	33317	I'm so tired of rants from people that don't get Twitter.	opposition_Instance_40636	33437	33544	"You should have read it. Or at least the last 2 paragraphs that summarized what the point  of the post was."
	twitter100.txt	opposition_Instance_40649	opposition_Instance_20000	A2		Type_1	opposition_Instance_40647	33437	33461	You should have read it.	opposition_Instance_40645	33632	33761	"I did. I've heard it all before. Anyhoo....why do I tweet? I tweet because I'm too  lazy/uninteresting to write blogs. That's it."
	twitter100.txt	opposition_Instance_40658	opposition_Instance_20000	A2		Type_1	opposition_Instance_40656	25830	25926	"I'll be  damned if I think that all of my friends care if I update my status several times a day"	opposition_Instance_40654	33885	33949	Oh..and changing status too often on facebook will piss ppl off.
	twitter100.txt	opposition_Instance_40667	opposition_Instance_20000	A2	Calling-out comments on the overall usefulness of the second post by the targeted writer.	Type_2	opposition_Instance_40663	33632	34055	"I did. I've heard it all before. Anyhoo....why do I tweet? I tweet because I'm too  lazy/uninteresting to write blogs. That's it.  And I like to follow interesting ppl. Not ppl I know in particular, but them also..although that's  what facebook is for. Oh..and changing status too often on facebook will piss ppl off.  Also, I look for tweets about my company as well as watch trending topics....  I like it. Sorry &lt;IMAGE/&gt;"	opposition_Instance_40665	34148	34181	See? Now you're being productive.
	twitter100.txt	opposition_Instance_40676	opposition_Instance_20000	A2		Type_1	opposition_Instance_40674	34157	34180	you're being productive	opposition_Instance_40672	34287	34303	I feel dirty now
	twitter100.txt	opposition_Instance_40683	opposition_Instance_20000	A2		Type_1	opposition_Instance_40638	33260	33317	I'm so tired of rants from people that don't get Twitter.	opposition_Instance_40681	34397	34584	"Lol..I’m so tired of rants from people that don’t “get” people who don't get Twitter.  They are not insulting you or your being....  Step down from the table, you are still a good person."
	twitter100.txt	opposition_Instance_40692	opposition_Instance_20000	A2		Type_2	opposition_Instance_40690	34397	34584	"Lol..I’m so tired of rants from people that don’t “get” people who don't get Twitter.  They are not insulting you or your being....  Step down from the table, you are still a good person."	opposition_Instance_40688	34678	34698	I love this comment.
	twitter100.txt	opposition_Instance_40701	opposition_Instance_20000	A2		Type_1	opposition_Instance_40699	34484	34524	They are not insulting you or your being	opposition_Instance_40697	34797	34934	"lol just tired of ppl demanding me to justify myself for using a service. He's doing  the exact thing that he thinks is annoying himself."
	twitter100.txt	opposition_Instance_40710	opposition_Instance_20000	A2		Type_1	opposition_Instance_40708	34801	34869	just tired of ppl demanding me to justify myself for using a service	opposition_Instance_40706	35035	35318	"Hey, I said very specifically that these are simply my own personal reasons for not  using twitter. I think they're good reasons and you're free to disagree. Remember, the first thing  I said was that I believe in twitter and I believe people really do find it useful -- just not me."
	twitter100.txt	opposition_Instance_40717	opposition_Instance_20000	A2		Type_1	opposition_Instance_40595	7520	7588	As for spreading news, there I can see it might be helpful for some.	opposition_Instance_40715	35770	36114	"I believe twitter is more of a link to news site.  Meaning that most of my 140 characters are  usually used for a hyperlink to some information I believe is useful (to me at least, and  therefore, hopefully useful to others).  I was a big opponent of twitter until I started using it  regularly and following the people that I find interesting."
	twitter100.txt	opposition_Instance_40726	opposition_Instance_20000	A2		Type_1	opposition_Instance_40634	10	32	Why I Don't UseTwitter	opposition_Instance_40724	36464	37026	"I tweet because well, I really don't tweet. I read tweets and follow the trends. I like the  fact I can see what's the latest thing going on; and search real-time deeper. I like the fact, I  can get first person views on things. I like following celebrities, CEOs, etc. to see how their  lifestyles are. I follow all my friends and I can know exactly what's going on by watching their  tweets and what they plan to do that night or what's going on during the week.  I have TechCrunch on sms alerts to my phone for any tweets. I feel like I am always in the loop."
	twitter100.txt	opposition_Instance_40735	opposition_Instance_20000	A2		Type_1	opposition_Instance_40733	37038	37101	Owner, &lt;URL/&gt; TwitterBackground.com -- Free Twitter backgrounds	opposition_Instance_40731	37184	37344	"Kind of makes sense you would be interested in what is going on with twitter, since you  have a twitter-focused web site. Have you received any VC funding yet??"
	twitter100.txt	opposition_Instance_40744	opposition_Instance_20000	A2		Type_1	opposition_Instance_40742	15132	15172	"Making those services  look very uncool."	opposition_Instance_40740	37695	37903	"Twitter is cool and all.  But i cringe when i hear some one say it on TV.  Like that old idiot  on Pardon the Interuption.  He contined to say, Do you tweet.  I just wanted to punch him in the  face.  ughhhhh"
